,ID,Text,Extension,Complexity,Real_Fake,Sentiment1,Sentiment2,Political,Width,Height,Channels,Mime,ImageFileSize,TextSizeChar,TextSizeBytes,TextUppercase,TextLowercase
306,400004,my reaction to everything,jpg,Simple,Real,Negative,Sadness,No,436,445,3,image/jpeg,26203,25,25,No,Yes
307,400005,Decat nota!,jpg,Simple,Real,Neutral,Joy,Yes,780,440,3,image/jpeg,72430,11,11,No,No
308,400006,"Eu, uitandu-ma pe ultimile sondaje politice din Romania",jpg,Simple,Fake,Negative,Anger,Yes,567,504,3,image/jpeg,47183,55,55,No,No
309,400007,Spune-i mosului o poezie,jpg,Simple,Fake,Neutral,Love,Yes,580,674,3,image/jpeg,57340,24,24,No,No
310,400008,Cum se uita un sofer de BMW la olinia de tramvai libera,jpg,Simple,Real,Positive,Joy,No,518,487,3,image/jpeg,36370,55,55,No,No
311,400009,Asta inseamna sa fii mafiot,jpg,Simple,Real,Positive,Surprise,No,643,524,3,image/jpeg,46697,27,27,No,No
312,400010,"Si, ce abilitati aveti ?",jpg,Combination,Real,Neutral,Surprise,No,600,809,3,image/jpeg,53425,24,24,No,No
313,400011,Am scapat la mustata,jpg,Simple,Real,Positive,Joy,Yes,800,450,3,image/jpeg,41308,20,20,No,No
314,400012,Aria cercului raza la patrat,jpg,Simple,Real,Positive,Joy,No,728,410,3,image/jpeg,131910,28,28,No,No
315,400013,"Succes, Joe Biden!",jpeg,Simple,Real,Neutral,Sadness,Yes,1703,1285,3,image/jpeg,204436,18,18,No,No
316,400014,De la putere la decadere,jpg,Combination,Fake,Neutral,Fear,Yes,723,714,3,image/jpeg,125961,24,24,No,No
317,400015,Vrei ceva de la mega ?,jpeg,Simple,Fake,Neutral,Surprise,No,512,276,3,image/jpeg,34037,22,22,No,No
318,400016,BREXIT,jpg,Simple,Fake,Negative,Anger,Yes,616,444,3,image/jpeg,22551,6,6,Yes,No
319,400017,Am injurat 100 de romani,jpg,Simple,Real,Positive,Joy,No,920,396,3,image/jpeg,28883,24,24,No,No
320,400018,"Steagul oficial, al anului 2020!",jpg,Simple,Real,Negative,Anger,No,701,599,3,image/jpeg,42554,32,32,No,No
321,400019,YOU WILL REGRET WALKING ME UP!,jpg,Simple,Real,Negative,Anger,No,274,194,3,image/jpeg,18509,30,30,Yes,No
322,400020,The Trollfather,jpg,Simple,Fake,Negative,Surprise,No,276,195,3,image/jpeg,8132,15,15,No,No
323,400021,Cateodata beau un pahar cu apa,jpg,Simple,Real,Positive,Joy,No,513,491,3,image/jpeg,53963,30,30,No,No
324,400022,CUM SUNT UNI Pe Internet .... in realitate,jpg,Combination,Real,Neutral,Surprise,No,519,730,3,image/jpeg,58186,42,42,No,No
325,400023,AM RAS,jpg,Simple,Real,Positive,Joy,No,513,654,3,image/jpeg,69177,6,6,Yes,No
326,400024,Uniunea Sobolanim Romania,jpg,Simple,Fake,Negative,Anger,Yes,600,524,3,image/jpeg,24483,25,25,No,No
327,400025,"Si, uitati, atat va face PSD-ul coada vulpii!",jpg,Simple,Fake,Neutral,Surprise,Yes,646,363,3,image/jpeg,33111,45,45,No,No
328,400026,"Doamna de fier ureaza Romaniei un calduros ""LAMULTEAN!""",jpg,Simple,Fake,Negative,Joy,Yes,542,686,3,image/jpeg,55906,55,55,No,No
329,400027,Miau...taiat-o!,jpg,Simple,Fake,Negative,Sadness,Yes,643,513,3,image/jpeg,58009,15,15,No,No
330,400028,GATA CU DROGURILE !,jpg,Simple,Real,Negative,Anger,Yes,743,894,3,image/jpeg,60391,19,19,Yes,No
331,400029,guvern protestatari jandarmi,jpg,Simple,Real,Positive,Joy,Yes,847,564,3,image/jpeg,64672,28,28,No,Yes
332,400030,FANII ROMANIEI ASTEPTAND UN GOL CU LICHTENSTEIN,jpg,Simple,Fake,Negative,Sadness,No,800,1016,3,image/jpeg,198357,47,47,Yes,No
333,400031,ROMANIA IN PRELIMINARII  ROMANIA IN AMICALE,jpg,Combination,Fake,Negative,Sadness,No,800,523,3,image/jpeg,52233,43,43,Yes,No
334,400032,"TATI, CE INSEAMNA SA DAI GOL? NU STIU FIULE, SUNTEM FANI ROMANIA",jpg,Combination,Real,Negative,Sadness,No,800,1120,3,image/jpeg,168528,64,64,Yes,No
335,400033,SI VREI SA SPUI CA ROMANIA A TERMINAT PE PRIMUL LOC IN PRELIMINARII?,jpg,Simple,Real,Negative,Anger,No,800,797,3,image/jpeg,135569,68,68,Yes,No
336,400034,ECHIPA NATIONALA,jpg,Simple,Fake,Negative,Surprise,Yes,800,1071,3,image/jpeg,208820,16,16,Yes,No
337,400035,"LASA-L PE AVARII, BOSS, CA NU STAM MULT",jpg,Simple,Real,Negative,Sadness,No,800,690,3,image/jpeg,153464,39,39,Yes,No
338,400036,Minutul 70...coafura rezista!,jpg,Simple,Real,Negative,Sadness,No,800,532,3,image/jpeg,83050,29,29,No,No
339,400037,CAND ESTI PORTAR SI AI NECI CONTRA ROMANIEI,jpg,Simple,DeepFake,Neutral,Surprise,No,800,644,3,image/jpeg,86527,43,43,Yes,No
340,400038,"Mircea, iti spun sincer, eu am vrut sa-l fac zidar. Dar a insistat sotia....",jpg,Simple,Fake,Negative,Sadness,No,800,488,3,image/jpeg,87038,76,76,No,No
341,400039,Singurul antrenor care poate duce Romania la un turneu final,jpg,Simple,Real,Neutral,Joy,No,800,635,3,image/jpeg,79171,60,60,No,No
342,400040,AU ZIS CA VOR SEMIFINALE LA EURO,jpg,Simple,Real,Negative,Sadness,No,800,475,3,image/jpeg,65984,32,32,Yes,No
343,400041,"Si acum, va declar HOT si HOTIE",jpg,Simple,Fake,Positive,Joy,Yes,848,847,3,image/jpeg,127081,31,31,No,No
344,400042,"APOI LE_AM SPUS: ""SA TRAITI BINE!""",jpg,Simple,Real,Positive,Joy,Yes,310,205,3,image/jpeg,22293,34,34,Yes,No
345,400043,"Un fost Carmaci, care nu mai stia cum sa creasca populatia tarii, alaturi de in actual Carpaci, care nu maki stie cum s-o scalda",jpg,Simple,DeepFake,Neutral,Sadness,Yes,499,400,3,image/jpeg,47187,128,128,No,No
346,400044,DAC-AS FI PENTRU O ZI PRESEDINTE,jpg,Simple,Real,Positive,Joy,Yes,310,227,3,image/jpeg,17342,32,32,Yes,No
347,400045,THEY SEE ME COPY THEY HATIN',jpg,Simple,Real,Positive,Joy,Yes,310,206,3,image/jpeg,18222,28,28,Yes,No
348,400046,"Ciolacu povesteste cum a luptat la Revolutie: "" Pe 25 Decembrie, am iesit de sub pat si am strigat JOS RATIU!""",jpg,Simple,Real,Positive,Joy,Yes,379,383,3,image/jpeg,25148,110,110,No,No
349,400047,PSD a renuntat la boicot. Si-au dat seama ca e o mare lipsa de responsabilitate sa boicoteze cele mai biune surse de spaga.,jpg,Simple,Real,Positive,Joy,Yes,381,384,3,image/jpeg,24300,123,123,No,No
350,400048,"Daca intram in Shengen acum, e doar meritul PSD. Fara PSD, intram de mult.",jpg,Simple,Real,Positive,Joy,Yes,380,362,3,image/jpeg,24642,74,74,No,No
351,400049,"Patriarhul Daniel a intrat in Pstul Negru Metalizat, 530 CP, motor V12 in 6 litri. Postul prinde 100 km/h in 5 secunde.",jpg,Simple,Real,Negative,Sadness,Yes,378,386,3,image/jpeg,23607,119,119,No,No
352,400050,"Vladimir Putin , mesaj de ultima ora pentru romani: ""Pai ce ati crezut voi, ca o sa intrati in Shengel inaintea noastra?""",jpg,Simple,Real,Positive,Joy,Yes,384,384,3,image/jpeg,23178,121,121,No,No
353,400051,George Simion s-a mai calmat dupa ce a aflat ca in tunelurile dacice nu va fi taxa pe Soare.,jpg,Simple,Real,Negative,Anger,Yes,381,362,3,image/jpeg,29788,92,92,No,No
354,400052,"""Vreau sa ne unim cu Moldova, dar nu inainte ca Moldova sa se uneasca cu patria-muma, Rusia!""",jpg,Simple,Real,Negative,Anger,Yes,382,381,3,image/jpeg,25877,93,93,No,No
355,400053,FOAIE VERDE CURCUBEU MAI PROASTA CA MINE-S EU,jpg,Simple,Real,Neutral,Joy,Yes,682,493,3,image/jpeg,39391,45,45,Yes,No
356,400054,"Succes, Joe Biden!",jpg,Simple,Real,Negative,Anger,Yes,714,509,3,image/jpeg,41284,18,18,No,No
357,400055,HE-HE!,jpg,Simple,Real,Positive,Joy,Yes,323,293,3,image/jpeg,19448,6,6,Yes,No
358,400056,Aducem Mec la tine in comuna,jpg,Simple,Real,Neutral,Surprise,Yes,687,629,3,image/jpeg,66370,28,28,No,No
359,400057,Panouri solare care merg si noaptea Pentru toti romanii,jpg,Simple,Real,Neutral,Surprise,Yes,728,610,3,image/jpeg,48952,55,55,No,No
360,400058,Voi interzice bormasina in weekend,jpg,Simple,Real,Neutral,Surprise,Yes,711,568,3,image/jpeg,33757,34,34,No,No
361,400059,Facem weekendul de 5 zile,jpg,Simple,Real,Neutral,Surprise,Yes,580,556,3,image/jpeg,34615,25,25,No,No
362,400060,BERE LA ROBINET IN CASA FIECARUI ROMAN,jpg,Simple,Real,Neutral,Surprise,Yes,718,500,3,image/jpeg,35363,38,38,Yes,No
363,500001,Noi angajați de la McDonald's când văd otravă de șoareci și plicuri de laxaive puse în sertarul ”Pentru clienți”,webp,Simple,Real,Negative,Fear,No,552,557,3,image/webp,25182,112,124,No,No
364,500002,Românii cand aud in copaci pasari diverse țipând si ciripind flindca sunt excitate in calduri si vor sex,jpeg,Simple,Real,Neutral,Sadness,No,1920,2083,3,image/jpeg,929788,104,107,No,No
365,500003,Cum se uită gândacii la tine când aprinzi lumina în bucătărie.,png,Simple,Real,Neutral,Surprise,Yes,720,836,3,image/png,922652,62,68,No,No
366,500004,Bunica pregătită să-mi dea perversa după ce i-am zis că nu imi e foame,png,Simple,Real,Negative,Fear,No,720,1001,3,image/png,733513,70,75,No,No
367,500005,PARTIDUL SATANIST DOMINANT,png,Simple,Fake,Negative,Anger,Yes,956,1792,3,image/png,1817981,26,26,Yes,No
368,500006,"pulverizator 
fâs-fâs",jpg,Combination,Real,Positive,Joy,No,1024,919,3,image/jpeg,74337,21,23,No,Yes
369,500007,Zi de nastere in anii 2000:,png,Combination,Real,Positive,Joy,No,851,820,3,image/png,643375,27,27,No,No
370,500008,"MĂI ELISABETA, MĂI
ȘI CE TÂNĂRĂ ERAI",png,Simple,Real,Negative,Sadness,No,513,486,3,image/png,269465,36,42,Yes,No
371,500009,"Germania: Pierdem războiul!!
România: TU îl pierzi",jpg,Simple,Fake,Positive,Surprise,Yes,1080,1259,3,image/jpeg,100599,50,53,No,No
372,500010,"ÎN SFARSIT
STAȚIUNEA TATAIA",jpg,Combination,Real,Neutral,Surprise,No,620,480,3,image/jpeg,25822,27,29,Yes,No
373,500011,O eugenie,jpeg,Simple,Fake,Neutral,Joy,No,960,960,3,image/jpeg,75082,9,9,No,No
374,500012,"> devine ministrul educatiei
> FUTE TOT SISTEMUL
> nu elaboreaza
> isi da demisia",jpg,Simple,Fake,Negative,Anger,Yes,913,1270,3,image/jpeg,56115,81,81,No,No
375,500013,Când auzi că se închide FileList,jpg,Simple,Real,Negative,Sadness,No,1200,873,3,image/jpeg,304420,32,35,No,No
376,500014,"Bucuresteni: ""E mai mare chiria că plätesti zona""
Zona:",jpg,Simple,Real,Negative,Sadness,No,960,698,3,image/jpeg,66897,55,57,No,No
377,500015,Eu si cu tata chinuindu-ne cu tema la mate din clasa a doua,jpg,Combination,Real,Negative,Sadness,No,3839,3166,3,image/jpeg,860749,59,59,No,No
378,500016,"Profesorii: *fac grevă, iar orele nu se tin*
Elevii care nu sunt an terminal:",jpg,Combination,Real,Negative,Anger,Yes,1079,1356,3,image/jpeg,100154,77,78,No,No
379,500017,"De ce juratii de la Masterchef România din 2012, arată ca o trupă pop/rock?",jpg,Simple,Real,Neutral,Surprise,No,1080,1013,3,image/jpeg,87399,75,78,No,No
380,500018,Ai 16 ani din ce metrix trebuie să scapi bă vere uită te dreq la Ben 10 si lasă l pe Andrew Tate,png,Simple,Real,Negative,Anger,No,847,960,3,image/png,669478,96,100,No,No
381,500019,Sunt pasionat de fotbal și de mașini,jpg,Simple,Fake,Neutral,Sadness,No,600,619,3,image/jpeg,51490,36,38,No,No
382,500020,"Romanii: noi nu serbam Halloween, e un obicei anti-crestin sa iti pui masti de demoni
Tot romanii:",jpg,Simple,Real,Neutral,Surprise,No,587,610,3,image/jpeg,46936,98,98,No,No
383,500021,"Cluj
120k ron",jpg,Simple,Fake,Negative,Sadness,No,1058,932,3,image/jpeg,32759,13,13,No,No
384,500022,"""hai coae ca nu patesti nimic...""",jpg,Simple,Fake,Negative,Fear,No,960,796,3,image/jpeg,70961,33,33,No,Yes
385,500023,Când nu știi ce să alegi...,jpeg,Combination,Fake,Negative,Sadness,Yes,1080,1101,3,image/jpeg,141708,27,30,No,No
386,500024,NU AM VIATA SOCIALA DUPA CE AM STAT TOATA VIATA IN FATA PC-ULUI,jpg,Combination,Fake,Negative,Sadness,No,500,668,3,image/jpeg,69245,63,63,Yes,No
387,500025,"DESCOPERIRE ARHEOLOGICĂ!
FARAON ÎN VASLUI",jpg,Simple,Real,Neutral,Surprise,No,843,850,3,image/jpeg,90347,41,43,Yes,No
388,500026,Vrei să-ți trag o cârja?,jpg,Simple,Real,Negative,Anger,No,320,293,3,image/jpeg,10710,24,27,No,No
389,500027,sa mori tu,jpg,Simple,Fake,Neutral,Anger,No,736,915,3,image/jpeg,54906,10,10,No,Yes
390,500028,P-ăsta nu-l prinde politia niciodată. Aude sirena cu 3 zile înainte.,jpg,Simple,Fake,Neutral,Surprise,No,564,645,3,image/jpeg,44216,68,71,No,No
391,500029,"DORMEO...
..NOAPTE BUNĂ",jpg,Combination,Fake,Negative,Fear,No,478,477,3,image/jpeg,14667,23,24,Yes,No
392,500030,Sună mã si te rezolv...,jpg,Simple,Real,Positive,Joy,No,480,484,3,image/jpeg,19255,23,25,No,No
393,500031,Când afli in pauză că ai avut temă,jpg,Combination,Real,Neutral,Fear,No,582,567,3,image/jpeg,46903,34,38,No,No
394,500032,"CATALIN, Al LEGATURA!
Da Andrea am legătura",jpg,Combination,Real,Neutral,Surprise,No,480,679,3,image/jpeg,35771,43,44,No,No
395,500033,Bea o gură si taci!,jpg,Simple,Real,Positive,Joy,No,480,406,3,image/jpeg,26658,19,20,No,No
396,500034,"Hey, scuze, cred ca m-ai lăsat cu seen din greseala",jpg,Simple,Real,Neutral,Surprise,No,736,910,3,image/jpeg,68920,51,52,No,No
397,500035,in drum spre inima ta,jpg,Simple,Real,Positive,Love,No,735,685,3,image/jpeg,66199,21,21,No,Yes
398,500036,AI DE PLM,jpg,Simple,Fake,Negative,Sadness,No,512,365,3,image/jpeg,20872,9,9,Yes,No
399,500037,"Am nimerit la nebuni!
Vaiii, ce-mi place!",jpg,Simple,Real,Positive,Joy,No,480,286,3,image/jpeg,16693,41,41,No,No
400,500038,MAI RAR AȘA CEVA,jpg,Simple,Real,Neutral,Surprise,No,720,405,3,image/jpeg,23244,16,17,Yes,No
401,500039,Se aproba,jpg,Simple,Real,Positive,Joy,Yes,540,540,3,image/jpeg,33332,9,9,No,No
402,500040,AI GRIJA CE SPUI CA NU TE MAI SPOVEDESC,jpg,Simple,Real,Negative,Fear,No,720,1072,3,image/jpeg,51782,39,39,Yes,No
403,500041,MA IA CU FREZOANE,jpg,Simple,Real,Neutral,Sadness,No,420,360,3,image/jpeg,17356,17,17,Yes,No
404,500042,Hm. Imi pute a gay,jpg,Simple,Fake,Neutral,Surprise,No,720,732,3,image/jpeg,55096,18,18,No,No
405,500043,"HALBĂ CA ZĂPADA
ȘI CEI ȘAPTE MICI",jpg,Simple,Real,Positive,Joy,No,640,885,3,image/jpeg,77947,33,37,Yes,No
406,500044,TACÂMURI PENTRU DIETĂ,jpg,Simple,Real,Neutral,Surprise,No,735,929,3,image/jpeg,158298,21,23,Yes,No
407,500045,"Tu mi faci inima sã bată
Cum nu o face nicio fată",jpg,Simple,Real,Neutral,Fear,No,640,641,3,image/jpeg,44020,49,52,No,No
408,500046,PETRECEREA DE PIETONI,jpg,Simple,Fake,Positive,Joy,No,480,673,3,image/jpeg,77808,21,21,Yes,No
409,500047,"RO ALERT
EU",jpg,Simple,Real,Negative,Fear,No,720,720,3,image/jpeg,50747,11,11,Yes,No
410,500048,NOUL ALBUM AL LUI SALAM,jpg,Simple,Real,Neutral,Surprise,No,536,570,3,image/jpeg,30147,23,23,Yes,No
411,500049,"Profa: Porniti camerele sa va vad
Eu care de abia m-am trezit:",jpg,Simple,Real,Neutral,Surprise,No,736,736,3,image/jpeg,48991,62,62,No,No
412,500050,Client: Oare de ce vine mancarea rece ?,jpg,Simple,Real,Negative,Surprise,No,1080,1343,3,image/jpeg,103733,39,39,No,No
413,500051,Intotdeauna se găseste o prietenă căreia să-i fie frică la filmele de groaza,jpg,Combination,Real,Neutral,Surprise,No,945,1081,3,image/jpeg,101301,76,81,No,No
414,500052,Mă pun la somn să mă odihnesc si visez că lucrez,jpg,Simple,Fake,Neutral,Fear,No,720,720,3,image/jpeg,33761,48,52,No,No
415,500053,"degeaba ma abin sã nu zic ceva, că mi se citeşte pe fată",jpg,Simple,Real,Negative,Anger,No,945,913,3,image/jpeg,68127,56,60,No,Yes
416,500054,"""de ce nu vrei sa intrii la o cafea?""
sosetele mele:",jpg,Simple,Real,Neutral,Surprise,No,806,1047,3,image/jpeg,72176,52,52,No,Yes
417,500055,"Azi esti tanar, maine ii faci crispy la o pitica de 1,56 cu nervi turbo diesel de stie sa loveascã la ficat",jpg,Simple,Real,Neutral,Fear,No,815,1179,3,image/jpeg,92651,107,108,No,No
418,500056,Când te cheamă bietii la furat dar mă-ta nu te lasă să iesi din casă,jpg,Combination,Fake,Neutral,Sadness,No,1079,1110,3,image/jpeg,122120,68,74,No,No
419,500057,"Am lista cu toti care au dat cu petarde, îi astept sã treac cu bicicleta.",jpg,Simple,Real,Negative,Anger,No,1079,882,3,image/jpeg,94331,73,75,No,No
420,500058,VÂND OM DE ZĂPADĂ DEMONTAT,jpg,Simple,Real,Neutral,Surprise,No,750,742,3,image/jpeg,57998,26,29,Yes,No
421,500059,"Eu: Am luat salariul.
Maşina: Salariul nostru",jpg,Simple,Fake,Negative,Sadness,No,1080,1111,3,image/jpeg,63248,45,46,No,No
422,500060,"Trezitul nu e o problemã
Cu ridicatul din pat e mai greu..",jpg,Simple,Fake,Negative,Sadness,No,619,576,3,image/jpeg,30205,58,59,No,No
423,500061,"- Nu o să mai găsesti niciuna ca mine!
- Aşa să m-ajute Dumnezeu",jpg,Combination,Real,Neutral,Anger,No,786,659,3,image/jpeg,45173,64,68,No,No
424,500062,îti arät eu revoltă imediat...,jpg,Simple,Fake,Negative,Anger,Yes,1080,810,3,image/jpeg,106799,30,33,No,Yes
425,500063,"Noaptea in alte tări.
Noaptea in România.",jpg,Combination,Real,Negative,Fear,No,778,960,3,image/jpeg,72069,41,43,No,No
426,500064,CÂND NU VREI SĂ SIMTĂ TAC-TU CĂ AI FUMAT IN MASINA LUI,jpg,Simple,Real,Neutral,Fear,No,604,680,3,image/jpeg,38357,54,58,Yes,No
427,500065,DE 1 IUNIE SĂ NU UITĂM DE CEL MICI!,jpg,Simple,Real,Neutral,Joy,No,945,771,3,image/jpeg,99755,35,37,Yes,No
428,500066,Ăstia puteam fi noi dar tie ti-a plăcut scoala,jpg,Simple,Real,Neutral,Sadness,No,820,960,3,image/jpeg,53838,46,48,No,No
429,500067,Când ești in perfectă armonie cu natura.,jpg,Simple,Real,Neutral,Surprise,No,720,657,3,image/jpeg,57734,40,43,No,No
430,500068,Mergi sa-i cunosti parintii si i suna telefonu' lu' tacsu la tine in geacă,jpg,Combination,Fake,Neutral,Fear,No,945,1654,3,image/jpeg,133052,74,75,No,No
431,500069,"Cum plătiți?
Cu lacrimi în ochi!",jpg,Simple,Real,Negative,Sadness,No,720,559,3,image/jpeg,35080,32,35,No,No
432,500070,"Prieteni: Când o sã ai si tu copii?
Eu: Am deja un copil",jpg,Simple,Real,Positive,Love,No,1080,850,3,image/jpeg,60992,56,58,No,No
433,500071,"Tu si acel prieten, în parcare la Kautland, la ora 24, după două beri:",jpg,Simple,Fake,Positive,Joy,No,792,938,3,image/jpeg,55213,70,73,No,No
434,500072,Dacă nu vă potoliți îl opresc iar ....,jpg,Simple,Real,Negative,Anger,No,720,618,3,image/jpeg,28618,38,42,No,No
435,500073,Când vă despartiti si vă cereti cadourile inapoi.,jpg,Combination,Real,Neutral,Surprise,No,720,689,3,image/jpeg,70952,49,52,No,No
436,500074,Plantele din casă când văd că pun apă în espressorul de cafea,jpg,Simple,Real,Neutral,Sadness,No,1020,868,3,image/jpeg,87209,61,67,No,No
437,500075,Atunci când te intorci de la muncă din Italia si trebuie sã te culci din nou cu souțl tău pe gratis...,png,Simple,Real,Negative,Sadness,No,1508,1292,3,image/png,1475862,102,107,No,No
438,500076,"NU IMI PASA DE TRECUTUL TAU
TRECUTUL EI:",png,Combination,Real,Neutral,Surprise,No,1504,1504,3,image/png,3217255,40,40,Yes,No
439,500077,I-am spus ca poate să o bage oriunde și el a băgat-o în sor'mea,png,Simple,Real,Negative,Sadness,No,1334,1384,3,image/png,1537579,63,67,No,No
440,500078,"Când cineva îmi zice ""iar mănânci?""",png,Simple,Real,Neutral,Anger,No,1504,1302,3,image/png,1802797,35,39,No,No
441,500079,Când i-ai trimis mesajul acum 7h si a fost activa acum 10 minute,png,Simple,Fake,Negative,Sadness,No,1500,1470,3,image/png,1540010,64,65,No,No
442,500080,"""câtă răbdare poti avea?""
eu:",png,Simple,Real,Neutral,Surprise,No,1502,1500,3,image/png,1883203,29,32,No,Yes
443,500081,Eu asteptând sã îmi dai mesaj,png,Simple,Real,Negative,Sadness,No,1504,1496,3,image/png,1927191,29,32,No,No
444,500082,"Întâi facem o poza sa punem pe story 
Eu:",png,Simple,Real,Neutral,Surprise,No,1300,1496,3,image/png,2176685,41,43,No,No
445,500083,Eu făcându mi câtiva cartofi si două ouă ochiuri,png,Simple,Real,Neutral,Fear,No,1502,1492,3,image/png,2074603,48,53,No,No
446,500084,"CIORBĂ DE BERISOARE, urmăriți-ne pentru mai multe rețete!!",png,Simple,Real,Neutral,Surprise,No,1502,1082,3,image/png,1812860,58,62,No,No
447,500085,Eu uitându-mã la povestea mea la fiecare 2 minute pentru că imi place melodia pe care am pus-o,png,Simple,Real,Positive,Joy,No,1196,1492,3,image/png,1475443,94,97,No,No
448,500086,Asa arata Raiul pentru o fata,png,Simple,Real,Positive,Love,No,1334,1504,3,image/png,3002222,29,29,No,No
449,500087,"chelnerul: plătiți împreună sau separat? 
femeile:",png,Simple,Real,Neutral,Fear,No,1464,1366,3,image/png,1627216,50,54,No,Yes
450,500088,"Cand cuiva Începe sã îi pese de mine
Eu:aici suna a manevră",png,Simple,Fake,Negative,Fear,No,1498,1470,3,image/png,1681944,59,63,No,No
451,500089,"Eu la 13 ani: Cum am făcut 18 ani dau de carnet și îmi iau mașină
Eu la 18 ani:",png,Combination,Fake,Neutral,Sadness,No,1202,1498,3,image/png,2114675,79,84,No,No
452,500090,"""VREAU SI EU O EMOLOAICA DIN AIA""",png,Simple,Fake,Neutral,Love,No,1502,1482,3,image/png,2281766,33,33,Yes,No
453,500091,"degeaba ma vorbiți de bine
ca mie tot rau imi merge",png,Simple,Real,Negative,Sadness,No,1302,1498,3,image/png,3070529,51,52,No,Yes
454,500092,Anestezie lași 2022,png,Simple,Real,Negative,Fear,No,1060,1484,3,image/png,2098889,19,20,No,No
455,500093,CE S-A SCHIMBAT TURNU EFEL,png,Simple,Real,Positive,Surprise,No,1502,1376,3,image/png,2188776,26,26,Yes,No
456,500094,Saptamana cailor la lidl,png,Simple,Fake,Neutral,Surprise,No,1350,1408,3,image/png,2359557,24,24,No,No
457,500095,Checutu',png,Simple,Fake,Neutral,Surprise,No,1494,1442,3,image/png,2596727,8,8,No,No
458,500096,"CAND INTRA HOȚII IN CASA
SI TE UITI CUM CAUTA BANII PE CARE NU II AI",png,Simple,Real,Negative,Sadness,No,1488,1446,3,image/png,1635142,68,69,Yes,No
459,500097,Eu Tu,png,Combination,Fake,Positive,Love,No,1500,1000,3,image/png,2465886,5,5,No,No
460,500098,"M-AM DUS PE ȘANTIER, POATE AȘA CONSTRUIM ȘI NOI UN VIITOR ÎMPREUNA",png,Simple,Real,Neutral,Love,No,1238,1498,3,image/png,2235587,66,70,Yes,No
461,500099,cu berea in mana si cu gandul la tine,png,Simple,Real,Positive,Love,No,1498,1370,3,image/png,2162526,37,37,No,Yes
