,Complexity,Real_Fake,Sentiment1,Sentiment2,Political,TextUppercase,TextLowercase,Original_text,Text
298,Combination,Real,Positive,joy,Yes,Yes,No,ȘTII BANCUL CU DRAGNEA? NU GRAG NE-AR FI SĂ TE VEDEM ÎN PUȘCĂRIE,DO YOU KNOW THE BANK WITH DRAGNEA? WE WOULD HATE TO SEE YOU IN PRISON
299,Simple,Fake,Neutral,surprise,Yes,No,No,Sper sa-i placa lu' Liviu cadoul moșului...,I hope Liviu likes Santa's gift...
300,Combination,Real,Negative,sadness,Yes,Yes,No,AVETI SUGURANTA ZILEI DE MAINE? NU NU NU DA,DO YOU HAVE SECURITY FOR TOMORROW? NO NO NO YES
301,Simple,Real,Neutral,surprise,Yes,No,No,"Dupa ce fac praf justitia ma iau si de Dumnezeu. Ce-i cu porunca asta ""sa nu furi""?","After I make dust of justice, I also take care of God. What's with this commandment ""thou shalt not steal""?"
302,Simple,Real,Positive,joy,Yes,No,No,"Iliescu explica cum a pacalit moartea: ""De 25 de ani ma cauta doar la puscarie si eu sunt acasa""","Iliescu explains how he cheated death: ""For 25 years, he's only been looking for me in prison and I'm at home"""
303,Simple,Real,Positive,joy,No,No,No,"""It's over Anakin, I have the playgroud""","""It's over Anakin, I have the playground"""
304,Simple,Fake,Positive,surprise,Yes,No,No,Santa Claus il scoate din maneca pe Mos Nicolae,Santa Claus pulls Santa Claus out of his sleeve
305,Simple,DeepFake,Neutral,surprise,Yes,Yes,No,UNA TUTA LEI,ONE WHOLE LEI
306,Simple,Real,Negative,sadness,No,No,Yes,my reaction to everything,my reaction to everything
307,Simple,Real,Neutral,joy,Yes,No,No,Decat nota!,Than note!
308,Simple,Fake,Negative,anger,Yes,No,No,"Eu, uitandu-ma pe ultimile sondaje politice din Romania","Me, looking at the latest political polls in Romania"
309,Simple,Fake,Neutral,love,Yes,No,No,Spune-i mosului o poezie,Tell Santa a poem
310,Simple,Real,Positive,joy,No,No,No,Cum se uita un sofer de BMW la olinia de tramvai libera,How a BMW driver looked at the free tram line
311,Simple,Real,Positive,surprise,No,No,No,Asta inseamna sa fii mafiot,This is what it means to be a mobster
312,Combination,Real,Neutral,surprise,No,No,No,"Si, ce abilitati aveti ?",And what skills do you have?
313,Simple,Real,Positive,joy,Yes,No,No,Am scapat la mustata,I escaped by a whisker
314,Simple,Real,Positive,joy,No,No,No,Aria cercului raza la patrat,Area of ​​circle radius squared
315,Simple,Real,Neutral,sadness,Yes,No,No,"Succes, Joe Biden!","Good luck, Joe Biden!"
316,Combination,Fake,Neutral,fear,Yes,No,No,De la putere la decadere,From strength to decay
317,Simple,Fake,Neutral,surprise,No,No,No,Vrei ceva de la mega ?,Do you want something from mega?
318,Simple,Fake,Negative,anger,Yes,Yes,No,BREXIT,Brex
319,Simple,Real,Positive,joy,No,No,No,Am injurat 100 de romani,I cursed 100 Romanians
320,Simple,Real,Negative,anger,No,No,No,"Steagul oficial, al anului 2020!",The official flag of 2020!
321,Simple,Real,Negative,anger,No,Yes,No,YOU WILL REGRET WALKING ME UP!,YOU WILL REGRET WALKING ME UP!
322,Simple,Fake,Negative,surprise,No,No,No,The Trollfather,The Trollfather
323,Simple,Real,Positive,joy,No,No,No,Cateodata beau un pahar cu apa,Sometimes I drink a glass of water
324,Combination,Real,Neutral,surprise,No,No,No,CUM SUNT UNI Pe Internet .... in realitate,HOW THEY ARE UNITED On the Internet .... in reality
325,Simple,Real,Positive,joy,No,Yes,No,AM RAS,I LAUGHED
326,Simple,Fake,Negative,anger,Yes,No,No,Uniunea Sobolanim Romania,Romania Sobolanim Union
327,Simple,Fake,Neutral,surprise,Yes,No,No,"Si, uitati, atat va face PSD-ul coada vulpii!","And, look, that's what the PSD will do with the fox's tail!"
328,Simple,Fake,Negative,joy,Yes,No,No,"Doamna de fier ureaza Romaniei un calduros ""LAMULTEAN!""","The iron lady wishes Romania a warm ""LAMULTEAN!"""
329,Simple,Fake,Negative,sadness,Yes,No,No,Miau...taiat-o!,Meow...cut it!
330,Simple,Real,Negative,anger,Yes,Yes,No,GATA CU DROGURILE !,DONE WITH DRUGS!
331,Simple,Real,Positive,joy,Yes,No,Yes,guvern protestatari jandarmi,government protesters gendarmes
332,Simple,Fake,Negative,sadness,No,Yes,No,FANII ROMANIEI ASTEPTAND UN GOL CU LICHTENSTEIN,ROMANIA FANS WAITING FOR A GOAL WITH LICHTENSTEIN
333,Combination,Fake,Negative,sadness,No,Yes,No,ROMANIA IN PRELIMINARII  ROMANIA IN AMICALE,ROMANIA IN THE PRELIMINARIES ROMANIA IN THE FRIENDLY
334,Combination,Real,Negative,sadness,No,Yes,No,"TATI, CE INSEAMNA SA DAI GOL? NU STIU FIULE, SUNTEM FANI ROMANIA","DADDY, WHAT DOES IT MEAN TO GIVE GOAL? I DON'T KNOW SON, WE ARE ROMANIA FANS"
335,Simple,Real,Negative,anger,No,Yes,No,SI VREI SA SPUI CA ROMANIA A TERMINAT PE PRIMUL LOC IN PRELIMINARII?,AND YOU WANT TO SAY THAT ROMANIA FINISHED FIRST IN THE PRELIMINARY?
336,Simple,Fake,Negative,surprise,Yes,Yes,No,ECHIPA NATIONALA,NATIONAL TEAM
337,Simple,Real,Negative,sadness,No,Yes,No,"LASA-L PE AVARII, BOSS, CA NU STAM MULT","LEAVE HIM AWAY, BOSS, BECAUSE WE WON'T STAY LONG"
338,Simple,Real,Negative,sadness,No,No,No,Minutul 70...coafura rezista!,The 70th minute...the hairstyle resists!
339,Simple,DeepFake,Neutral,surprise,No,Yes,No,CAND ESTI PORTAR SI AI NECI CONTRA ROMANIEI,WHEN YOU ARE A GOALKEEPER AND YOU HAVE A NECESSARY AGAINST ROMANIA
340,Simple,Fake,Negative,sadness,No,No,No,"Mircea, iti spun sincer, eu am vrut sa-l fac zidar. Dar a insistat sotia....","Mircea, I tell you honestly, I wanted to make him a bricklayer. But the wife insisted..."
341,Simple,Real,Neutral,joy,No,No,No,Singurul antrenor care poate duce Romania la un turneu final,The only coach who can lead Romania to a final tournament
342,Simple,Real,Negative,sadness,No,Yes,No,AU ZIS CA VOR SEMIFINALE LA EURO,THEY SAID THEY WANT EURO SEMI-FINALS
343,Simple,Fake,Positive,joy,Yes,No,No,"Si acum, va declar HOT si HOTIE","And now, I declare you HOT and HOTIE"
344,Simple,Real,Positive,joy,Yes,Yes,No,"APOI LE_AM SPUS: ""SA TRAITI BINE!""","THEN I SAID TO THEM: ""LIVE WELL!"""
345,Simple,DeepFake,Neutral,sadness,Yes,No,No,"Un fost Carmaci, care nu mai stia cum sa creasca populatia tarii, alaturi de in actual Carpaci, care nu maki stie cum s-o scalda","A former Carmaci, who no longer knew how to increase the country's population, alongside the current Carpaci, who did not know how to bathe it"
346,Simple,Real,Positive,joy,Yes,Yes,No,DAC-AS FI PENTRU O ZI PRESEDINTE,IF I WERE PRESIDENT FOR A DAY
347,Simple,Real,Positive,joy,Yes,Yes,No,THEY SEE ME COPY THEY HATIN',THEY SEE ME COPY THEY HATIN'
348,Simple,Real,Positive,joy,Yes,No,No,"Ciolacu povesteste cum a luptat la Revolutie: "" Pe 25 Decembrie, am iesit de sub pat si am strigat JOS RATIU!""","Ciolacu tells how he fought in the Revolution: ""On December 25, I got out from under the bed and shouted DOWN RATIU!"""
349,Simple,Real,Positive,joy,Yes,No,No,PSD a renuntat la boicot. Si-au dat seama ca e o mare lipsa de responsabilitate sa boicoteze cele mai biune surse de spaga.,PSD gave up the boycott. They realized that it is a great lack of responsibility to boycott the best sources of spaga.
350,Simple,Real,Positive,joy,Yes,No,No,"Daca intram in Shengen acum, e doar meritul PSD. Fara PSD, intram de mult.","If we enter Schengen now, it is only the merit of the PSD. Without PSD, we have been entering for a long time."
351,Simple,Real,Negative,sadness,Yes,No,No,"Patriarhul Daniel a intrat in Pstul Negru Metalizat, 530 CP, motor V12 in 6 litri. Postul prinde 100 km/h in 5 secunde.","Patriarch Daniel entered the Pstul Negru Metalizat, 530 HP, V12 engine in 6 liters. The station reaches 100 km/h in 5 seconds."
352,Simple,Real,Positive,joy,Yes,No,No,"Vladimir Putin , mesaj de ultima ora pentru romani: ""Pai ce ati crezut voi, ca o sa intrati in Shengel inaintea noastra?""","Vladimir Putin, last-minute message for Romanians: ""Well, what did you think, that you would enter Shengel before us?"""
353,Simple,Real,Negative,anger,Yes,No,No,George Simion s-a mai calmat dupa ce a aflat ca in tunelurile dacice nu va fi taxa pe Soare.,George Simion calmed down after he found out that there will be no tax on the Sun in the Dacian tunnels.
354,Simple,Real,Negative,anger,Yes,No,No,"""Vreau sa ne unim cu Moldova, dar nu inainte ca Moldova sa se uneasca cu patria-muma, Rusia!""","""I want to unite with Moldova, but not before Moldova unites with the motherland, Russia!"""
355,Simple,Real,Neutral,joy,Yes,Yes,No,FOAIE VERDE CURCUBEU MAI PROASTA CA MINE-S EU,RAINBOW GREEN SHEET WORSE THAN ME
356,Simple,Real,Negative,anger,Yes,No,No,"Succes, Joe Biden!","Good luck, Joe Biden!"
357,Simple,Real,Positive,joy,Yes,Yes,No,HE-HE!,HE-HE!
358,Simple,Real,Neutral,surprise,Yes,No,No,Aducem Mec la tine in comuna,We bring Mec to you in the commune
359,Simple,Real,Neutral,surprise,Yes,No,No,Panouri solare care merg si noaptea Pentru toti romanii,Solar panels that also work at night For all Romanians
360,Simple,Real,Neutral,surprise,Yes,No,No,Voi interzice bormasina in weekend,I will ban the bormasina at the weekend
361,Simple,Real,Neutral,surprise,Yes,No,No,Facem weekendul de 5 zile,We do the 5-day weekend
362,Simple,Real,Neutral,surprise,Yes,Yes,No,BERE LA ROBINET IN CASA FIECARUI ROMAN,BEER ON TAP IN EVERY ROMAN'S HOUSE
363,Simple,Real,Negative,fear,No,No,No,Noi angajați de la McDonald's când văd otravă de șoareci și plicuri de laxaive puse în sertarul ”Pentru clienți”,"New employees at McDonald's when they see rat poison and sachets of laxatives placed in the ""For customers"" drawer"
364,Simple,Real,Neutral,sadness,No,No,No,Românii cand aud in copaci pasari diverse țipând si ciripind flindca sunt excitate in calduri si vor sex,Romanians when they hear various birds screaming and chirping in the trees because they are excited in heat and want sex
365,Simple,Real,Neutral,surprise,Yes,No,No,Cum se uită gândacii la tine când aprinzi lumina în bucătărie.,How cockroaches look at you when you turn on the light in the kitchen.
366,Simple,Real,Negative,fear,No,No,No,Bunica pregătită să-mi dea perversa după ce i-am zis că nu imi e foame,Grandma ready to fuck me after I told her I wasn't hungry
367,Simple,Fake,Negative,anger,Yes,Yes,No,PARTIDUL SATANIST DOMINANT,THE DOMINANT SATANIST PARTY
368,Combination,Real,Positive,joy,No,No,Yes,"pulverizator 
fâs-fâs","spray 
Fas-Fas"
369,Combination,Real,Positive,joy,No,No,No,Zi de nastere in anii 2000:,Birthday in the years 2000:
370,Simple,Real,Negative,sadness,No,Yes,No,"MĂI ELISABETA, MĂI
ȘI CE TÂNĂRĂ ERAI","MY ELIZABETH, MY
AND WHAT YOUNG YOU WERE"
371,Simple,Fake,Positive,surprise,Yes,No,No,"Germania: Pierdem războiul!!
România: TU îl pierzi","Germany: We are losing the war!!
Romania: YOU lose it"
372,Combination,Real,Neutral,surprise,No,Yes,No,"ÎN SFARSIT
STAȚIUNEA TATAIA","FINALLY
TATAIA STATION"
373,Simple,Fake,Neutral,joy,No,No,No,O eugenie,A eugenics
374,Simple,Fake,Negative,anger,Yes,No,No,"> devine ministrul educatiei
> FUTE TOT SISTEMUL
> nu elaboreaza
> isi da demisia","> becomes the minister of education
> FUCK THE WHOLE SYSTEM
> does not elaborate
> resigns"
375,Simple,Real,Negative,sadness,No,No,No,Când auzi că se închide FileList,When you hear FileList close
376,Simple,Real,Negative,sadness,No,No,No,"Bucuresteni: ""E mai mare chiria că plätesti zona""
Zona:","Bucharest residents: ""The rent is higher because you pay for the area""
Area:"
377,Combination,Real,Negative,sadness,No,No,No,Eu si cu tata chinuindu-ne cu tema la mate din clasa a doua,My father and I struggling with the math homework from the second grade
378,Combination,Real,Negative,anger,Yes,No,No,"Profesorii: *fac grevă, iar orele nu se tin*
Elevii care nu sunt an terminal:","The teachers: *they are on strike, and the classes are not held*
Students who are not in their final year:"
379,Simple,Real,Neutral,surprise,No,No,No,"De ce juratii de la Masterchef România din 2012, arată ca o trupă pop/rock?",Why do the jurors from Masterchef Romania from 2012 look like a pop/rock band?
380,Simple,Real,Negative,anger,No,No,No,Ai 16 ani din ce metrix trebuie să scapi bă vere uită te dreq la Ben 10 si lasă l pe Andrew Tate,"You're 16, what matrix do you need to escape from? Come on, look at Ben 10 and leave Andrew Tate"
381,Simple,Fake,Neutral,sadness,No,No,No,Sunt pasionat de fotbal și de mașini,I am passionate about football and cars
382,Simple,Real,Neutral,surprise,No,No,No,"Romanii: noi nu serbam Halloween, e un obicei anti-crestin sa iti pui masti de demoni
Tot romanii:","Romanians: we don't celebrate Halloween, it's an anti-Christian custom to wear demon masks
Also the Romanians:"
383,Simple,Fake,Negative,sadness,No,No,No,"Cluj
120k ron","Cluj
120k ron"
384,Simple,Fake,Negative,fear,No,No,Yes,"""hai coae ca nu patesti nimic...""","""Come on, you're not suffering..."""
385,Combination,Fake,Negative,sadness,Yes,No,No,Când nu știi ce să alegi...,When you don't know what to choose...
386,Combination,Fake,Negative,sadness,No,Yes,No,NU AM VIATA SOCIALA DUPA CE AM STAT TOATA VIATA IN FATA PC-ULUI,I HAVE NO SOCIAL LIFE AFTER BEING IN FRONT OF THE PC ALL MY LIFE
387,Simple,Real,Neutral,surprise,No,Yes,No,"DESCOPERIRE ARHEOLOGICĂ!
FARAON ÎN VASLUI","ARCHAEOLOGICAL DISCOVERY!
PHARAOH IN THE BOAT"
388,Simple,Real,Negative,anger,No,No,No,Vrei să-ți trag o cârja?,Do you want me to pull you a crutch?
389,Simple,Fake,Neutral,anger,No,No,Yes,sa mori tu,you die
390,Simple,Fake,Neutral,surprise,No,No,No,P-ăsta nu-l prinde politia niciodată. Aude sirena cu 3 zile înainte.,The police never catch him. He hears the siren 3 days before.
391,Combination,Fake,Negative,fear,No,Yes,No,"DORMEO...
..NOAPTE BUNĂ","SLEEPING...
..GOOD NIGHT"
392,Simple,Real,Positive,joy,No,No,No,Sună mã si te rezolv...,Call me and I'll fix you...
393,Combination,Real,Neutral,fear,No,No,No,Când afli in pauză că ai avut temă,When you find out during break that you had homework
394,Combination,Real,Neutral,surprise,No,No,No,"CATALIN, Al LEGATURA!
Da Andrea am legătura","CATALIN, THE LINK!
Yes, Andrea, I have the connection"
395,Simple,Real,Positive,joy,No,No,No,Bea o gură si taci!,Drink a mouthful and shut up!
396,Simple,Real,Neutral,surprise,No,No,No,"Hey, scuze, cred ca m-ai lăsat cu seen din greseala","Hey, sorry, I think you left me with seen by mistake"
397,Simple,Real,Positive,love,No,No,Yes,in drum spre inima ta,on the way to your heart
398,Simple,Fake,Negative,sadness,No,Yes,No,AI DE PLM,YOU HAVE PLM
399,Simple,Real,Positive,joy,No,No,No,"Am nimerit la nebuni!
Vaiii, ce-mi place!","I got crazy!
Wow, I love it!"
400,Simple,Real,Neutral,surprise,No,Yes,No,MAI RAR AȘA CEVA,RARELY LIKE THIS
401,Simple,Real,Positive,joy,Yes,No,No,Se aproba,It is approved
402,Simple,Real,Negative,fear,No,Yes,No,AI GRIJA CE SPUI CA NU TE MAI SPOVEDESC,BE CAREFUL WHAT YOU SAY BECAUSE I WILL NOT CONFESS ANYMORE
403,Simple,Real,Neutral,sadness,No,Yes,No,MA IA CU FREZOANE,HE'S TAKING ME AWAY
404,Simple,Fake,Neutral,surprise,No,No,No,Hm. Imi pute a gay,Um. I smell gay
405,Simple,Real,Positive,joy,No,Yes,No,"HALBĂ CA ZĂPADA
ȘI CEI ȘAPTE MICI","PINK AS SNOW
AND THE LITTLE SEVEN"
406,Simple,Real,Neutral,surprise,No,Yes,No,TACÂMURI PENTRU DIETĂ,CUTLERY FOR DIET
407,Simple,Real,Neutral,fear,No,No,No,"Tu mi faci inima sã bată
Cum nu o face nicio fată","You make my heart beat
As no girl does"
408,Simple,Fake,Positive,joy,No,Yes,No,PETRECEREA DE PIETONI,PEDESTRIAN PARTY
409,Simple,Real,Negative,fear,No,Yes,No,"RO ALERT
EU","RO ALERT
I"
410,Simple,Real,Neutral,surprise,No,Yes,No,NOUL ALBUM AL LUI SALAM,SALAM'S NEW ALBUM
411,Simple,Real,Neutral,surprise,No,No,No,"Profa: Porniti camerele sa va vad
Eu care de abia m-am trezit:","Teacher: Turn on the cameras so I can see you
I who just woke up:"
412,Simple,Real,Negative,surprise,No,No,No,Client: Oare de ce vine mancarea rece ?,Customer: Why does the food come cold?
413,Combination,Real,Neutral,surprise,No,No,No,Intotdeauna se găseste o prietenă căreia să-i fie frică la filmele de groaza,There is always a friend who is afraid of horror movies
414,Simple,Fake,Neutral,fear,No,No,No,Mă pun la somn să mă odihnesc si visez că lucrez,I go to sleep to rest and dream that I am working
415,Simple,Real,Negative,anger,No,No,Yes,"degeaba ma abin sã nu zic ceva, că mi se citeşte pe fată","I can't help but say something, because it's being read on my face"
416,Simple,Real,Neutral,surprise,No,No,Yes,"""de ce nu vrei sa intrii la o cafea?""
sosetele mele:","""why don't you want to come in for a coffee?""
my socks:"
417,Simple,Real,Neutral,fear,No,No,No,"Azi esti tanar, maine ii faci crispy la o pitica de 1,56 cu nervi turbo diesel de stie sa loveascã la ficat","Today you're young, tomorrow you make them crispy to a 1.56 dwarf with turbo diesel nerves that know how to hit the liver"
418,Combination,Fake,Neutral,sadness,No,No,No,Când te cheamă bietii la furat dar mă-ta nu te lasă să iesi din casă,"When the poor guy calls you for stealing, but your mother won't let you leave the house"
419,Simple,Real,Negative,anger,No,No,No,"Am lista cu toti care au dat cu petarde, îi astept sã treac cu bicicleta.","I have the list of everyone who set off firecrackers, I'm waiting for them to pass by by bike."
420,Simple,Real,Neutral,surprise,No,Yes,No,VÂND OM DE ZĂPADĂ DEMONTAT,DISASSEMBLED SNOWMAN FOR SALE
421,Simple,Fake,Negative,sadness,No,No,No,"Eu: Am luat salariul.
Maşina: Salariul nostru","Me: I got the salary.
Car: Our salary"
422,Simple,Fake,Negative,sadness,No,No,No,"Trezitul nu e o problemã
Cu ridicatul din pat e mai greu..","Waking up is not a problem
Getting out of bed is harder.."
423,Combination,Real,Neutral,anger,No,No,No,"- Nu o să mai găsesti niciuna ca mine!
- Aşa să m-ajute Dumnezeu","- You won't find anyone like me!
- So help me God"
424,Simple,Fake,Negative,anger,Yes,No,Yes,îti arät eu revoltă imediat...,I show you revolt immediately...
425,Combination,Real,Negative,fear,No,No,No,"Noaptea in alte tări.
Noaptea in România.","Night in other countries.
Night in Romania."
426,Simple,Real,Neutral,fear,No,Yes,No,CÂND NU VREI SĂ SIMTĂ TAC-TU CĂ AI FUMAT IN MASINA LUI,WHEN YOU DON'T WANT HIM TO FEEL THAT YOU SMOKE IN HIS CAR
427,Simple,Real,Neutral,joy,No,Yes,No,DE 1 IUNIE SĂ NU UITĂM DE CEL MICI!,"FROM JUNE 1, LET'S NOT FORGET THE LITTLE ONE!"
428,Simple,Real,Neutral,sadness,No,No,No,Ăstia puteam fi noi dar tie ti-a plăcut scoala,"It could be us, but you liked school"
429,Simple,Real,Neutral,surprise,No,No,No,Când ești in perfectă armonie cu natura.,When you are in perfect harmony with nature.
430,Combination,Fake,Neutral,fear,No,No,No,Mergi sa-i cunosti parintii si i suna telefonu' lu' tacsu la tine in geacă,You go to meet his parents and he calls them on the phone
431,Simple,Real,Negative,sadness,No,No,No,"Cum plătiți?
Cu lacrimi în ochi!","How do you pay?
With tears in my eyes!"
432,Simple,Real,Positive,love,No,No,No,"Prieteni: Când o sã ai si tu copii?
Eu: Am deja un copil","Friends: When will you have children too?
Me: I already have a child"
433,Simple,Fake,Positive,joy,No,No,No,"Tu si acel prieten, în parcare la Kautland, la ora 24, după două beri:","You and that friend, in the parking lot at Kautland, at midnight, after two beers:"
434,Simple,Real,Negative,anger,No,No,No,Dacă nu vă potoliți îl opresc iar ....,If you don't calm down I'll turn it off again....
435,Combination,Real,Neutral,surprise,No,No,No,Când vă despartiti si vă cereti cadourile inapoi.,When you break up and ask for your gifts back.
436,Simple,Real,Neutral,sadness,No,No,No,Plantele din casă când văd că pun apă în espressorul de cafea,The plants in the house when they see that I put water in the coffee espresso machine
437,Simple,Real,Negative,sadness,No,No,No,Atunci când te intorci de la muncă din Italia si trebuie sã te culci din nou cu souțl tău pe gratis...,When you come back from work in Italy and you have to sleep with your husband again for free...
438,Combination,Real,Neutral,surprise,No,Yes,No,"NU IMI PASA DE TRECUTUL TAU
TRECUTUL EI:","I DON'T CARE ABOUT YOUR PAST
HER PAST:"
439,Simple,Real,Negative,sadness,No,No,No,I-am spus ca poate să o bage oriunde și el a băgat-o în sor'mea,I told him he could put it anywhere and he put it in my sor'mea
440,Simple,Real,Neutral,anger,No,No,No,"Când cineva îmi zice ""iar mănânci?""","When someone says to me ""are you eating again?"""
441,Simple,Fake,Negative,sadness,No,No,No,Când i-ai trimis mesajul acum 7h si a fost activa acum 10 minute,When you sent her the message 7 hours ago and she was active 10 minutes ago
442,Simple,Real,Neutral,surprise,No,No,Yes,"""câtă răbdare poti avea?""
eu:","""how much patience can you have?""
I:"
443,Simple,Real,Negative,sadness,No,No,No,Eu asteptând sã îmi dai mesaj,I'm waiting for you to message me
444,Simple,Real,Neutral,surprise,No,No,No,"Întâi facem o poza sa punem pe story 
Eu:","First we take a picture to put on the story 
I:"
445,Simple,Real,Neutral,fear,No,No,No,Eu făcându mi câtiva cartofi si două ouă ochiuri,Me making myself some potatoes and two poached eggs
446,Simple,Real,Neutral,surprise,No,No,No,"CIORBĂ DE BERISOARE, urmăriți-ne pentru mai multe rețete!!","CHERRY SOUP, follow us for more recipes!!"
447,Simple,Real,Positive,joy,No,No,No,Eu uitându-mã la povestea mea la fiecare 2 minute pentru că imi place melodia pe care am pus-o,Me looking at my story every 2 minutes because I like the song I put on
448,Simple,Real,Positive,love,No,No,No,Asa arata Raiul pentru o fata,This is what Heaven looks like for a girl
449,Simple,Real,Neutral,fear,No,No,Yes,"chelnerul: plătiți împreună sau separat? 
femeile:","waiter: do you pay together or separately? 
women:"
450,Simple,Fake,Negative,fear,No,No,No,"Cand cuiva Începe sã îi pese de mine
Eu:aici suna a manevră","When someone starts to care about me
Me: here it sounds like a maneuver"
451,Combination,Fake,Neutral,sadness,No,No,No,"Eu la 13 ani: Cum am făcut 18 ani dau de carnet și îmi iau mașină
Eu la 18 ani:","Me at 13: How did I turn 18, get my driver's license and get a car
Me at 18:"
452,Simple,Fake,Neutral,love,No,Yes,No,"""VREAU SI EU O EMOLOAICA DIN AIA""","""I WANT AN EMOLOAICA FROM THAT ONE TOO"""
453,Simple,Real,Negative,sadness,No,No,Yes,"degeaba ma vorbiți de bine
ca mie tot rau imi merge","you speak well of me for nothing
I'm still feeling bad"
454,Simple,Real,Negative,fear,No,No,No,Anestezie lași 2022,Anesthesia cowards 2022
455,Simple,Real,Positive,surprise,No,Yes,No,CE S-A SCHIMBAT TURNU EFEL,WHAT HAS CHANGED AT TURN EFEL
456,Simple,Fake,Neutral,surprise,No,No,No,Saptamana cailor la lidl,Horse week at lidl
457,Simple,Fake,Neutral,surprise,No,No,No,Checutu',Checutu'
458,Simple,Real,Negative,sadness,No,Yes,No,"CAND INTRA HOȚII IN CASA
SI TE UITI CUM CAUTA BANII PE CARE NU II AI","WHEN THIEVES ENTER THE HOUSE
AND YOU WATCH HOW THEY ARE LOOKING FOR MONEY THAT YOU DON'T HAVE"
459,Combination,Fake,Positive,love,No,No,No,Eu Tu,Me You
460,Simple,Real,Neutral,love,No,Yes,No,"M-AM DUS PE ȘANTIER, POATE AȘA CONSTRUIM ȘI NOI UN VIITOR ÎMPREUNA","I WENT TO THE SITE, MAYBE THAT'S HOW WE BUILD A FUTURE TOGETHER"
461,Simple,Real,Positive,love,No,No,Yes,cu berea in mana si cu gandul la tine,with beer in hand and thinking of you
